X1,X2,Y
3.745401188473625,3.490808570098726,18.573222707484835
9.50714306409916,2.680481831720602,31.211704138318485
7.319939418114051,1.5476380814316388,25.81549011921736
5.986584841970366,4.068975098534743,27.31887621354823
1.5601864044243652,3.4236558627693965,12.64745183467397
1.5599452033620265,0.8130846967244565,8.467566454644235
0.5808361216819946,4.554635922469212,12.519624519082216
8.661761457749352,4.112686214615845,35.12901696093662
6.011150117432088,4.74899956645962,27.391118062298208
7.080725777960454,3.6285975419418,25.177450550732985
0.20584494295802447,3.0670759796789495,7.610923226497144
9.699098521619943,2.0912151814530944,33.69510130209224
8.324426408004218,4.663642416770067,34.84372173194354
2.1233911067827616,4.330319447502042,12.47731506371175
1.8182496720710062,0.22609335053094703,3.7448226364583874
1.8340450985343382,0.13183487248626002,7.872110747241342
3.0424224295953772,1.8823168343902479,12.812790649853318
5.247564316322379,4.052766653909164,25.211227651530717
4.319450186421157,4.936380646574722,22.88774860467384
2.9122914019804194,0.7520844555176409,10.300555395968033
6.118528947223795,2.9706535767606757,26.17346160714473
1.3949386065204183,1.9044542831551077,6.961634929436722
2.9214464853521815,4.8495719890730165,18.655724988084547
3.663618432936917,4.210594615678543,18.487493952757752
4.56069984217036,4.1916435235556895,21.196394118757826
7.851759613930136,2.3434657989748513,27.623866192802833
1.9967378215835974,2.074097511688326,10.58267603139487
5.142344384136116,1.3670353596535312,17.203606628388457
5.924145688620425,0.2818774832546356,20.84770428351759
0.46450412719997725,4.323611881275266,8.251521539711455
6.075448519014383,4.064505045650388,25.981612360021206
1.7052412368729153,4.998588366430653,14.2334383269317
0.6505159298527952,4.983184185369527,14.811871929004907
9.488855372533333,2.7771585280131372,34.413992726649425
9.656320330745594,3.8449370759025525,38.72252422297916
8.08397348116461,4.72382864941214,30.72845699624417
3.0461376917337066,4.248236953387058,18.168987513713752
0.9767211400638387,1.2367405087159882,7.1829060288703666
6.842330265121569,2.2527206765504677,25.19700012701649
4.4015249373960135,0.6457970757574749,16.627129713833693
1.2203823484477883,4.770255136293612,12.167080417729844
4.951769101112702,3.0308731722544002,23.735748528218068
0.34388521115218396,1.1432140275173137,7.91587993572968
9.093204020787821,3.3585034220292838,33.27094178554271
2.587799816000169,3.090641202289479,13.053676809777922
6.62522284353982,1.7908135901642024,26.364064665183268
3.1171107608941098,0.5677879609981451,13.646052496140044
5.200680211778108,3.357865977963998,21.272052536955783
5.4671027934327965,2.6015385045189667,20.764011755144608
1.8485445552552704,3.8615919586781966,12.70524836540119
9.695846277645586,2.600817505559967,31.60027282198814
7.7513282336111455,4.2609075015927,29.93849581105044
9.394989415641891,2.759534193872428,31.695755101166394
8.948273504276488,2.8046898576769315,30.918605097975068
5.978999788110851,4.383268013291725,26.63416561614244
9.218742350231167,2.0174143310619854,32.15948517789052
0.884925020519195,0.6700761422532037,7.095928331692146
