Feature1,Feature2,Target
-0.5285648362675069,2.047092036127598,1
-2.1909756947064647,2.643034617997844,1
0.43270696842609735,0.7025163013342748,0
-1.3126518960917128,0.909259176081416,1
-1.7205887333650116,-0.4089858510595219,0
-0.11283705969226143,4.46063103901268,1
-0.14041158628258354,1.457854511008107,1
-1.6365235044173492,3.1854821145816787,1
-0.9843036278855711,0.2928569466771451,1
-3.2426849541854055,0.9386822701264318,1
0.15003572471981808,0.5996562987586473,0
-0.008053977657322187,0.037379521285451744,1
-0.04667587188756961,4.422851994023152,1
-3.0212548201949705,3.870774172505243,1
-1.3340773658080969,-1.335040666482012,0
-0.9978816353165135,1.0816868495320033,1
-0.594546588429809,1.7240363913408907,1
-0.7109080590199647,2.145184382086491,1
0.32115819212938557,3.2089204734662986,0
-2.54690555322924,0.1486559469588138,1
-1.2026463246291819,2.51137768569738,1
-1.655969344138934,1.0205629143106552,1
-0.8065786235296417,1.4491715415297932,1
-0.4465610890432581,-1.269416453136579,0
0.31815155418013674,-0.9030418824631123,1
-1.4693052847058996,0.7457390878484669,1
-0.3244459148776192,1.0578889968022467,1
-2.8170272265901968,5.208154733258611,1
-1.1831085401789987,4.135028286927433,1
0.05896918757115044,-0.2484592655817468,1
-1.3978402281999913,0.1987115958800475,1
-0.6625623463860276,-1.274123076418249,0
0.04757857289272183,-0.8063180739937599,1
0.04593825562766529,-1.1945561248380634,1
-0.13628270831516132,0.8573815807378014,1
-1.1220915748476743,-1.6386781733017068,0
-0.8752870462317841,-0.12018589175414252,0
-1.3227948056082957,1.3299091140667278,1
-0.1583252870038584,-0.2631715758489048,0
1.390960515463033,-0.7341395591255373,1
-0.9238004121627635,-1.0051253414213295,0
-1.566445930464957,3.414696406491347,1
-0.9638580633159273,4.423974025971985,1
-3.0749776006900293,-0.24917895860342498,0
-0.7522078002514534,0.5757083920280829,1
-1.8971567844396988,-1.3871283645486896,0
-1.1367948332613473,2.3151717848663567,1
-0.9817108086507806,1.4001597631047886,1
