Feature1,Feature2,Target
1.2598989085151115,-0.4077898032216229,1
-2.8503155067161052,0.5696064826248681,0
1.6764749851098173,0.5680680870908428,1
-0.12255160193430485,0.6360045519161002,1
-1.2662241192487358,-1.7736056879228799,0
0.8884521494870956,0.0929016591902419,1
0.8731683493748772,-0.9859314426728445,0
0.10999881128140311,1.2070485758950265,1
0.9138922477252713,0.7396231829875106,1
1.7692620357550133,0.11429062497565394,1
0.01851979957532343,-1.5473984310709978,0
-0.7526021203831182,-0.23896375333801328,0
-1.7040317530762539,-1.4393084449989582,0
-1.1466585198539496,0.8819543765936609,1
-1.161134773969299,-0.257222308264286,0
-0.9369213350818089,0.42416026792977546,1
0.3941254861398508,-0.49823519625393337,0
1.307888928600809,-0.7577770866300632,0
0.30236274954705733,1.1058816213767704,1
-2.2240276467372597,-1.5855765542244906,0
-0.6327927637951832,0.6983154211848875,1
0.02096100776851552,-0.5977241286706829,0
-0.19050969225210646,-0.5009751247014127,0
-0.18591922144917233,0.8627818520318117,1
0.3279108235554075,-0.8014058376275363,0
-0.14358469663999854,0.6153998978039483,1
1.2730694981401869,-1.2416231002591267,0
-0.2063925102732833,0.4118968030217323,1
-0.3168284059486698,-0.19225739607844677,1
0.7077475561348013,0.359186838176676,1
0.8282802950575266,-1.1930459858293496,0
-0.6166872665079959,1.7503163012014966,1
-0.04781834581801693,0.9629436243229932,1
0.23943993225632032,-0.7001844841078776,0
-0.34974869341175585,-1.1807267054316992,0
-0.3695390504217164,-0.9246806762328449,0
-0.3527593017040023,-0.557585090583181,0
1.9151532361712476,-0.06591862236617443,1
1.2231181425764912,-0.08926857766600353,1
1.129494910124567,-0.08140787999624427,1
0.9374915275120789,2.059969875824323,1
-2.3950729501635917,1.0304199315194889,0
-0.2559816339736499,0.7315739150634193,1
-0.9007107712857304,-1.0557880973680065,0
0.014725173113775913,-0.26288806013864696,0
-1.4151340826279384,-0.812684529357659,0
0.3133282591556758,1.2265165576483317,1
0.5019372675907209,-0.17279735345644223,1
0.2506031429735198,1.646470970659303,1
-0.21333069761037904,0.7927747024535855,1
2.422139732208487,0.07251164525957844,1
-1.0396238754536844,-0.41756883460290484,0
0.26475996947543917,-0.16837163083669196,0
1.2517022105434332,-0.42351025982088797,1
0.8011556168711182,0.15204836672813887,1
-3.2589186197069693,1.3468623357323506,0
0.2923663748203723,0.4656907932335921,1
-2.2394435143342895,1.4561327789721816,1
-0.25593647302432937,0.7645214562786259,1
0.15640994532455504,0.3016785338484815,1
0.26216105913367505,-0.9673840755660578,0
0.5981005991430832,1.7606251392349832,1
0.03271264406057513,0.46912273509581115,1
1.5765323452711033,0.24276962501544463,1
-1.7957341356300174,0.5345291852886543,0
-0.04680873565700867,-0.6711583873136556,0
1.3063371765102882,-0.25216557514379573,1
-0.08714891679530523,1.5330017169610777,1
0.42341077575902836,-0.4849153894707716,0
0.03157646549385531,-0.16612951995661404,0
-1.5663801468224894,-0.30921007611808476,0
1.1636357355838893,0.027784724459805826,1
0.009183347383637715,-0.8886919374414333,0
0.02607956104147402,-0.5295776628137301,0
0.17662967759010684,0.2176267878882393,1
-1.6312311877914196,-0.90443589636888,0
-1.640392713692838,-0.5642278083177746,0
-0.14456755014430833,0.16781796989330633,0
0.5016581781988949,0.4421604025462186,1
-1.3638436636442821,-0.08008622823425213,0
-2.458876543695936,0.5002821246172231,0
-1.0025003568153528,-0.7781975386902761,0
-0.931177276757838,-0.39031815787009755,0
0.6159427475580932,0.21567682029948182,1
-0.2160232596993247,-0.07786062221621844,0
-0.28266460861964704,0.10474536040294637,1
1.1497728259428728,-1.2240703040017897,0
0.8794515447911779,-2.2661128198400795,0
0.7517397321975091,0.4956819250008262,1
0.08257231632554174,0.01533665473765714,1
0.7572207769817422,0.1627048967452685,1
1.1937097949376112,-0.6604998344928049,0
-1.4573992709723924,1.2323926271829895,1
-0.07294223680644177,-1.2142298605928754,0
-0.6250005474144366,0.7214659502656573,1
-0.33583892088337824,1.548129782480183,1
0.7941271889251463,-1.5656905307212579,0
0.09126319057965919,-0.6512550404051815,0
-0.6891457237418178,0.9145346638441431,1
-0.3837960538123057,-2.359080864354699,0
